i,Process10,Process20,Process30
46707,839,1655,2540
46708,839,1655,2540
46709,839,1655,2540
46710,839,1655,2540
46711,839,1655,2540
46712,839,1655,2540
46713,839,1655,2540
46714,839,1655,2540
46715,839,1655,2540
46716,839,1656,2540
46717,839,1656,2540
46718,839,1656,2540
46719,839,1656,2540
46720,839,1656,2540
46721,839,1656,2540
46722,839,1656,2541
46723,839,1656,2541
46724,839,1656,2541
46725,839,1657,2542
46726,839,1657,2542
46727,839,1657,2542
46728,839,1657,2542
46729,839,1657,2542
46730,839,1657,2542
46731,839,1657,2542
46732,839,1657,2542
46733,839,1657,2542
46734,839,1657,2542
46735,839,1657,2542
46736,839,1657,2542
46737,839,1657,2542
46738,839,1657,2542
46739,839,1657,2542
46740,839,1657,2542
46741,839,1657,2542
46742,839,1657,2542
46743,839,1657,2542
46744,839,1657,2542
46745,839,1657,2542
46746,839,1657,2542
46747,839,1657,2542
46748,839,1657,2542
46749,839,1657,2542
46750,839,1657,2542
46751,839,1657,2542
46752,839,1657,2542
46753,839,1657,2542
46754,839,1657,2542
46755,839,1657,2542
46756,839,1657,2542
46757,839,1657,2542
46758,839,1657,2545
46759,839,1657,2545
46760,839,1657,2545
46761,839,1657,2545
46762,839,1657,2545
46763,839,1657,2545
46764,839,1657,2546
46765,839,1657,2546
46766,839,1657,2546
46767,839,1657,2546
46768,839,1657,2546
46769,839,1657,2548
46770,839,1657,2548
46771,839,1657,2548
46772,839,1657,2548
46773,839,1657,2548
46774,839,1657,2548
46775,839,1657,2548
46776,839,1657,2548
46777,839,1657,2548
46778,839,1657,2548
46779,839,1657,2548
46780,839,1657,2548
46781,839,1658,2549
46782,839,1658,2549
46783,839,1658,2549
46784,839,1658,2549
46785,839,1658,2549
46786,839,1658,2549
46787,839,1658,2549
46788,839,1658,2549
46789,839,1658,2549
46790,839,1658,2549
46791,839,1658,2549
46792,839,1658,2549
46793,839,1658,2549
46794,839,1658,2549
46795,839,1658,2549
46796,839,1658,2549
46797,839,1658,2549
46798,839,1658,2549
46799,839,1658,2549
46800,839,1658,2549
46801,839,1658,2549
46802,839,1658,2549
46803,839,1658,2549
46804,839,1658,2549
46805,839,1658,2549
46806,839,1658,2549
46807,839,1658,2549
46808,839,1658,2549
46809,839,1659,2549
46810,839,1659,2549
46811,839,1659,2549
46812,839,1659,2549
46813,839,1659,2549
46814,840,1659,2551
46815,840,1659,2551
46816,840,1659,2551
46817,840,1659,2551
46818,840,1659,2551
46819,840,1659,2551
46820,840,1659,2551
46821,840,1659,2551
46822,840,1659,2551
46823,840,1659,2551
46824,840,1659,2551
46825,840,1659,2551
46826,840,1659,2551
46827,840,1659,2551
46828,840,1659,2551
46829,840,1659,2551
46830,840,1659,2551
46831,840,1659,2551
46832,840,1659,2551
46833,840,1659,2551
46834,840,1659,2551
46835,840,1659,2551
46836,840,1659,2551
46837,840,1659,2551
46838,840,1659,2551
46839,840,1659,2551
46840,840,1659,2551
46841,840,1659,2551
46842,840,1659,2551
46843,840,1659,2551
46844,840,1659,2551
46845,840,1659,2551
46846,840,1659,2551
46847,840,1659,2551
46848,840,1660,2553
46849,840,1660,2553
46850,840,1660,2553
46851,840,1660,2553
46852,840,1660,2553
46853,840,1660,2553
46854,840,1660,2553
46855,840,1660,2553
46856,840,1660,2553
46857,840,1660,2553
46858,840,1660,2553
46859,840,1660,2553
46860,840,1660,2553
46861,840,1660,2553
46862,840,1660,2553
46863,840,1660,2553
46864,840,1660,2553
46865,840,1660,2553
46866,840,1660,2553
46867,840,1660,2553
46868,840,1660,2553
46869,840,1660,2553
46870,841,1660,2553
46871,841,1660,2553
46872,841,1660,2553
46873,841,1660,2553
46874,841,1660,2553
46875,841,1660,2553
46876,841,1660,2553
46877,841,1660,2553
46878,841,1660,2553
46879,841,1660,2553
46880,841,1660,2553
46881,841,1660,2553
46882,841,1660,2553
46883,841,1660,2553
46884,841,1660,2553
46885,841,1660,2553
46886,841,1660,2553
46887,841,1660,2553
46888,841,1660,2553
46889,841,1660,2553
46890,841,1660,2553
46891,841,1660,2553
46892,841,1660,2554
46893,841,1660,2554
46894,841,1660,2554
46895,841,1660,2554
46896,841,1660,2554
46897,841,1660,2554
46898,841,1660,2554
46899,841,1660,2554
46900,841,1660,2554
46901,841,1660,2554
46902,841,1660,2554
46903,841,1660,2554
46904,841,1660,2554
46905,841,1660,2554
46906,841,1660,2554
46907,841,1660,2554
46908,841,1660,2554
46909,842,1662,2555
46910,842,1662,2555
46911,842,1662,2555
46912,842,1662,2555
46913,842,1662,2555
46914,842,1662,2555
46915,842,1663,2555
46916,842,1663,2555
46917,842,1663,2555
46918,842,1663,2555
46919,842,1663,2555
46920,842,1663,2555
46921,842,1663,2555
46922,842,1663,2555
46923,842,1663,2555
46924,842,1663,2555
46925,842,1663,2555
46926,842,1663,2555
46927,842,1663,2555
46928,842,1663,2555
46929,842,1663,2555
46930,842,1663,2555
46931,842,1663,2555
46932,842,1663,2555
46933,842,1663,2555
46934,842,1663,2555
46935,842,1663,2555
46936,842,1663,2555
46937,842,1667,2558
46938,842,1667,2558
46939,842,1667,2558
46940,842,1667,2558
46941,842,1667,2558
46942,842,1667,2559
46943,842,1667,2559
46944,842,1667,2559
46945,842,1667,2559
46946,842,1667,2559
46947,842,1667,2559
46948,842,1667,2559
46949,842,1667,2559
46950,842,1667,2559
46951,842,1667,2559
46952,842,1667,2559
46953,842,1667,2559
46954,842,1667,2559
46955,842,1667,2559
46956,842,1667,2559
46957,842,1667,2559
46958,842,1667,2559
46959,842,1667,2560
46960,842,1667,2560
46961,842,1667,2560
46962,842,1667,2560
46963,842,1667,2560
46964,842,1667,2560
46965,842,1667,2560
46966,842,1667,2560
46967,842,1667,2560
46968,842,1667,2560
46969,842,1667,2560
46970,842,1669,2560
46971,842,1669,2560
46972,842,1669,2560
46973,842,1669,2560
46974,842,1669,2560
46975,842,1669,2560
46976,842,1669,2560
46977,842,1669,2560
46978,842,1669,2560
46979,842,1669,2560
46980,842,1669,2560
46981,844,1670,2562
46982,844,1670,2562
46983,844,1670,2562
46984,844,1670,2562
46985,844,1670,2562
46986,844,1670,2562
46987,844,1670,2562
46988,844,1670,2562
46989,844,1670,2562
46990,844,1670,2562
46991,844,1670,2562
46992,844,1671,2562
46993,844,1671,2562
46994,844,1671,2562
46995,844,1671,2562
46996,844,1671,2562
46997,844,1671,2562
46998,844,1671,2562
46999,844,1671,2562
47000,844,1671,2562
47001,844,1671,2562
47002,844,1671,2562
47003,844,1671,2562
47004,844,1673,2563
47005,844,1673,2563
47006,844,1673,2563
47007,844,1673,2563
47008,844,1673,2563
47009,844,1675,2563
47010,844,1675,2563
47011,844,1675,2563
47012,844,1675,2563
47013,844,1675,2563
47014,844,1675,2563
47015,844,1675,2563
47016,844,1675,2563
47017,844,1675,2563
47018,844,1675,2563
47019,844,1675,2563
47020,844,1675,2563
47021,844,1675,2563
47022,844,1675,2563
47023,844,1675,2563
47024,844,1675,2563
47025,844,1675,2563
47026,844,1675,2563
47027,844,1675,2563
47028,844,1675,2563
47029,844,1675,2563
47030,844,1675,2563
47031,844,1675,2563
47032,844,1675,2563
47033,844,1675,2563
47034,844,1675,2563
47035,844,1675,2563
47036,844,1675,2563
47037,844,1675,2563
47038,844,1675,2563
47039,844,1675,2563
47040,844,1675,2563
47041,844,1675,2563
47042,844,1675,2563
47043,844,1675,2563
47044,844,1675,2563
47045,844,1675,2563
47046,844,1675,2563
47047,844,1675,2563
47048,844,1675,2563
47049,844,1675,2563
47050,844,1675,2563
47051,844,1675,2563
47052,844,1675,2563
47053,844,1675,2563
47054,844,1675,2564
47055,844,1675,2564
47056,844,1675,2564
47057,844,1675,2564
47058,844,1675,2564
47059,844,1675,2564
47060,844,1675,2564
47061,844,1675,2564
47062,844,1675,2564
47063,844,1675,2564
47064,844,1675,2564
47065,844,1675,2564
47066,844,1675,2564
47067,844,1675,2564
47068,844,1675,2564
47069,844,1675,2564
47070,844,1675,2564
47071,844,1679,2564
47072,844,1679,2564
47073,844,1679,2564
47074,844,1679,2564
47075,844,1679,2564
47076,844,1679,2564
47077,844,1679,2564
47078,844,1679,2564
47079,844,1679,2564
47080,844,1679,2564
47081,844,1679,2564
47082,844,1682,2564
47083,844,1682,2564
47084,844,1682,2564
47085,844,1682,2564
47086,844,1682,2564
47087,844,1682,2564
47088,844,1682,2564
47089,844,1682,2564
47090,844,1682,2564
47091,844,1682,2564
47092,844,1682,2564
47093,844,1682,2564
47094,844,1682,2564
47095,844,1682,2564
47096,844,1682,2564
47097,844,1682,2564
47098,844,1682,2564
47099,844,1682,2564
47100,844,1682,2564
47101,844,1682,2564
47102,844,1682,2564
47103,844,1682,2564
47104,844,1682,2564
47105,844,1682,2564
47106,844,1682,2564
47107,844,1682,2564
47108,844,1682,2564
47109,844,1682,2564
47110,844,1682,2564
47111,844,1682,2564
47112,844,1682,2564
47113,844,1682,2564
47114,844,1682,2564
47115,844,1682,2566
47116,844,1682,2566
47117,844,1682,2566
47118,844,1682,2566
47119,844,1682,2566
47120,844,1682,2566
47121,844,1682,2566
47122,844,1682,2566
47123,844,1682,2566
47124,844,1682,2566
47125,844,1682,2566
47126,844,1682,2566
47127,844,1682,2566
47128,844,1682,2566
47129,844,1682,2566
47130,844,1682,2566
47131,844,1682,2566
47132,844,1684,2566
47133,844,1684,2566
47134,844,1684,2566
47135,844,1684,2566
47136,844,1684,2566
47137,844,1684,2566
47138,844,1684,2566
47139,844,1684,2566
47140,844,1684,2566
47141,844,1684,2566
47142,844,1684,2566
47143,844,1684,2566
47144,844,1684,2566
47145,844,1684,2566
47146,844,1684,2566
47147,844,1684,2566
47148,844,1684,2566
47149,845,1684,2566
47150,845,1684,2566
47151,845,1684,2566
47152,845,1684,2566
47153,845,1684,2566
47154,845,1684,2566
47155,845,1684,2566
47156,845,1684,2566
47157,845,1684,2566
47158,845,1684,2566
47159,845,1684,2566
47160,845,1684,2566
47161,845,1684,2566
47162,845,1684,2566
47163,845,1684,2566
47164,845,1684,2566
47165,845,1684,2566
47166,845,1684,2566
47167,845,1684,2566
47168,845,1684,2566
47169,845,1684,2566
47170,845,1684,2567
47171,845,1684,2567
47172,845,1684,2567
47173,845,1684,2567
47174,845,1684,2567
47175,847,1685,2567
47176,847,1685,2567
47177,847,1685,2567
47178,847,1685,2567
47179,847,1685,2567
47180,847,1685,2567
47181,847,1685,2567
47182,847,1685,2567
47183,847,1685,2567
47184,847,1685,2567
47185,847,1685,2567
47186,847,1685,2567
47187,847,1685,2567
47188,847,1685,2567
47189,847,1685,2567
47190,847,1685,2567
47191,847,1685,2567
47192,847,1685,2567
47193,847,1685,2567
47194,847,1685,2567
47195,847,1685,2567
47196,847,1685,2567
47197,847,1685,2567
47198,847,1685,2567
47199,847,1685,2567
47200,847,1685,2567
47201,847,1685,2567
47202,847,1685,2567
47203,847,1685,2567
47204,847,1685,2567
47205,847,1685,2567
47206,847,1685,2567
47207,847,1685,2567
47208,847,1685,2568
47209,847,1685,2568
47210,847,1685,2568
47211,847,1685,2568
47212,847,1685,2568
47213,847,1685,2568
47214,848,1685,2568
47215,848,1685,2568
47216,848,1685,2568
47217,848,1685,2568
47218,848,1685,2568
47219,848,1685,2568
47220,848,1685,2568
47221,848,1685,2568
47222,848,1685,2568
47223,848,1685,2568
47224,848,1685,2568
47225,848,1685,2568
47226,848,1685,2568
47227,848,1685,2568
47228,848,1685,2568
47229,848,1685,2568
47230,848,1686,2568
47231,848,1686,2568
47232,848,1686,2568
47233,848,1686,2568
47234,848,1686,2568
47235,848,1686,2568
47236,848,1686,2568
47237,848,1686,2568
47238,848,1686,2568
47239,848,1686,2568
47240,848,1686,2568
47241,849,1686,2570
47242,849,1686,2570
47243,849,1686,2570
47244,849,1686,2570
47245,849,1686,2570
47246,849,1686,2570
47247,849,1686,2570
47248,849,1686,2570
47249,849,1686,2570
47250,849,1686,2570
47251,849,1686,2570
47252,849,1686,2570
47253,849,1686,2571
47254,849,1686,2571
47255,849,1686,2571
47256,849,1686,2571
47257,849,1686,2571
47258,849,1686,2572
47259,849,1686,2572
47260,849,1686,2572
47261,849,1686,2572
47262,849,1686,2572
47263,849,1686,2572
47264,849,1686,2572
47265,849,1686,2572
47266,849,1686,2572
47267,849,1686,2572
47268,849,1686,2572
47269,849,1686,2572
47270,849,1686,2572
47271,849,1686,2572
47272,849,1686,2572
47273,849,1686,2572
47274,849,1686,2572
47275,849,1686,2572
47276,849,1686,2572
47277,849,1686,2572
47278,849,1686,2572
47279,849,1686,2572
47280,849,1686,2572
47281,850,1686,2572
47282,850,1686,2572
47283,850,1686,2572
47284,850,1686,2572
47285,850,1686,2572
47286,850,1686,2572
47287,850,1686,2572
47288,850,1686,2572
47289,850,1686,2572
47290,850,1686,2572
47291,850,1686,2572
47292,851,1686,2572
47293,851,1686,2572
47294,851,1686,2572
47295,851,1686,2572
47296,851,1686,2572
47297,851,1686,2575
47298,851,1686,2575
47299,851,1686,2575
47300,851,1686,2575
47301,851,1686,2575
47302,851,1686,2575
47303,851,1686,2575
47304,851,1686,2575
47305,851,1686,2575
47306,851,1686,2575
47307,851,1686,2575
47308,851,1686,2575
47309,851,1686,2575
47310,851,1686,2575
47311,851,1686,2575
47312,851,1686,2575
47313,851,1686,2575
47314,851,1686,2575
47315,851,1686,2575
47316,851,1686,2575
47317,851,1686,2575
47318,851,1686,2575
47319,851,1686,2575
47320,851,1686,2578
47321,851,1686,2578
47322,851,1686,2578
47323,851,1686,2578
47324,851,1686,2578
47325,851,1686,2578
47326,851,1686,2578
47327,851,1686,2578
47328,851,1686,2578
47329,851,1686,2578
47330,851,1686,2578
47331,851,1686,2578
47332,851,1686,2578
47333,851,1686,2578
47334,851,1686,2578
47335,851,1686,2578
47336,851,1686,2578
47337,851,1686,2578
47338,851,1686,2578
47339,851,1686,2578
47340,851,1686,2578
47341,851,1686,2578
47342,851,1686,2578
47343,851,1686,2578
47344,851,1686,2578
47345,851,1686,2578
47346,851,1686,2578
47347,851,1686,2578
47348,851,1686,2579
47349,851,1686,2579
47350,851,1686,2579
47351,851,1686,2579
47352,851,1686,2579
47353,851,1686,2579
47354,851,1686,2579
47355,851,1686,2579
47356,851,1686,2579
47357,851,1686,2579
47358,851,1686,2579
47359,851,1686,2579
47360,851,1686,2579
47361,851,1686,2579
47362,851,1686,2579
47363,851,1686,2579
47364,851,1686,2579
47365,851,1686,2579
47366,851,1686,2579
47367,851,1686,2579
47368,851,1686,2579
47369,851,1686,2579
47370,851,1686,2580
47371,851,1686,2580
47372,851,1686,2580
47373,851,1686,2580
47374,851,1686,2580
47375,851,1686,2580
47376,851,1686,2580
47377,851,1686,2580
47378,851,1686,2580
47379,851,1686,2580
47380,851,1686,2580
47381,851,1686,2580
47382,851,1686,2580
47383,851,1686,2580
47384,851,1686,2580
47385,851,1686,2580
47386,851,1686,2580
47387,851,1686,2581
47388,851,1686,2581
47389,851,1686,2581
47390,851,1686,2581
47391,851,1686,2581
47392,851,1686,2581
47393,851,1687,2582
47394,851,1687,2582
47395,851,1687,2582
47396,851,1687,2582
47397,851,1687,2582
47398,851,1687,2582
47399,851,1687,2582
47400,851,1687,2582
47401,851,1687,2582
47402,851,1687,2582
47403,851,1687,2582
47404,851,1687,2582
47405,851,1687,2582
47406,851,1687,2582
47407,851,1687,2582
47408,851,1687,2582
47409,851,1687,2582
47410,851,1687,2582
47411,851,1687,2582
47412,851,1687,2582
47413,851,1687,2582
47414,851,1688,2582
47415,851,1688,2582
47416,851,1688,2582
47417,851,1688,2582
47418,851,1688,2582
47419,851,1688,2582
47420,851,1688,2582
47421,851,1688,2582
47422,851,1688,2582
47423,851,1688,2582
47424,851,1688,2582
47425,851,1688,2583
47426,851,1688,2583
47427,851,1688,2583
47428,851,1688,2583
47429,851,1688,2583
47430,851,1688,2583
47431,851,1688,2583
47432,851,1688,2583
47433,851,1688,2583
47434,851,1688,2583
47435,851,1688,2583
47436,851,1688,2583
47437,851,1689,2583
47438,851,1689,2583
47439,851,1689,2583
47440,851,1689,2583
47441,851,1689,2583
47442,851,1689,2583
47443,851,1689,2583
47444,851,1689,2583
47445,851,1689,2583
47446,851,1689,2583
47447,851,1689,2583
47448,851,1690,2583
47449,851,1690,2583
47450,851,1690,2583
47451,851,1690,2583
47452,851,1690,2583
47453,851,1692,2583
47454,851,1692,2583
47455,851,1692,2583
47456,851,1692,2583
47457,851,1692,2583
47458,851,1692,2584
47459,851,1692,2584
47460,851,1692,2584
47461,851,1692,2584
47462,851,1692,2584
47463,851,1692,2584
47464,851,1693,2584
47465,851,1693,2584
47466,851,1693,2584
47467,851,1693,2584
47468,851,1693,2584
47469,851,1693,2584
47470,851,1693,2584
47471,851,1693,2584
47472,851,1693,2584
47473,851,1693,2584
47474,851,1693,2584
47475,851,1693,2584
47476,851,1693,2584
47477,851,1693,2584
47478,851,1693,2584
47479,851,1693,2584
47480,851,1693,2584
47481,851,1693,2584
47482,851,1693,2584
47483,851,1693,2584
47484,851,1693,2584
47485,851,1693,2584
47486,851,1693,2584
47487,851,1693,2584
47488,851,1693,2584
47489,851,1693,2584
47490,851,1693,2585
47491,851,1693,2585
47492,851,1693,2585
47493,851,1693,2585
47494,851,1693,2585
47495,851,1693,2585
47496,851,1693,2585
47497,851,1693,2585
47498,851,1693,2585
47499,851,1693,2585
47500,851,1693,2585
47501,851,1693,2585
47502,851,1693,2585
47503,851,1693,2585
47504,851,1693,2585
47505,851,1693,2585
47506,851,1693,2585
47507,851,1693,2585
47508,851,1693,2585
47509,851,1693,2585
47510,851,1693,2585
47511,851,1693,2585
47512,851,1693,2585
47513,851,1693,2585
47514,851,1693,2585
47515,851,1693,2585
47516,851,1693,2585
47517,851,1693,2585
47518,851,1693,2585
47519,851,1693,2585
47520,851,1693,2585
47521,851,1693,2585
47522,851,1693,2585
47523,851,1693,2585
47524,851,1693,2585
47525,851,1693,2585
47526,851,1693,2585
47527,851,1693,2585
47528,851,1693,2585
47529,851,1693,2585
47530,851,1693,2585
47531,851,1693,2585
47532,851,1693,2585
47533,851,1693,2585
47534,851,1693,2585
47535,851,1693,2585
47536,851,1693,2585
47537,851,1693,2585
47538,851,1693,2585
47539,851,1693,2585
47540,851,1693,2585
47541,851,1693,2585
47542,851,1693,2585
47543,851,1693,2585
47544,851,1693,2586
47545,851,1693,2586
47546,851,1693,2586
47547,851,1693,2586
47548,851,1693,2586
47549,851,1693,2586
47550,851,1693,2586
47551,851,1693,2586
47552,851,1693,2586
47553,851,1693,2586
47554,851,1693,2586
47555,851,1693,2586
47556,851,1693,2587
47557,851,1693,2587
47558,851,1693,2587
47559,851,1693,2587
47560,851,1693,2587
47561,851,1693,2587
47562,851,1693,2587
47563,851,1693,2587
47564,851,1693,2587
47565,851,1693,2587
47566,851,1693,2587
47567,851,1693,2587
47568,851,1693,2587
47569,851,1693,2587
47570,851,1693,2587
47571,851,1693,2587
47572,851,1693,2587
47573,851,1693,2587
47574,851,1693,2587
47575,851,1693,2587
47576,851,1693,2587
47577,851,1693,2587
47578,851,1693,2587
47579,851,1693,2587
47580,851,1693,2587
47581,851,1693,2587
47582,851,1693,2587
47583,851,1693,2587
47584,851,1693,2587
47585,851,1693,2587
47586,851,1693,2587
47587,851,1693,2587
47588,851,1693,2587
47589,851,1693,2587
47590,851,1693,2587
47591,851,1693,2587
47592,851,1693,2587
47593,851,1693,2587
47594,851,1693,2587
47595,851,1693,2587
47596,851,1693,2587
47597,851,1693,2587
47598,851,1693,2587
47599,851,1693,2587
47600,851,1693,2588
47601,851,1693,2588
47602,851,1693,2588
47603,851,1693,2588
47604,851,1693,2588
47605,851,1693,2588
47606,851,1693,2588
47607,851,1693,2588
47608,851,1693,2588
47609,851,1693,2588
47610,851,1693,2588
47611,851,1693,2588
47612,851,1693,2588
47613,851,1693,2588
47614,851,1693,2588
47615,851,1693,2588
47616,851,1693,2588
47617,851,1693,2588
47618,851,1693,2588
47619,851,1693,2588
47620,851,1693,2588
47621,851,1693,2588
47622,851,1694,2588
47623,851,1694,2588
47624,851,1694,2588
47625,851,1694,2588
47626,851,1694,2588
47627,851,1694,2588
47628,851,1694,2588
47629,851,1694,2588
47630,851,1694,2588
47631,851,1694,2588
47632,851,1694,2588
47633,851,1694,2588
47634,851,1694,2588
47635,851,1694,2588
47636,851,1694,2588
47637,851,1694,2588
47638,851,1694,2588
47639,851,1694,2588
47640,851,1694,2588
47641,851,1694,2588
47642,851,1694,2588
47643,851,1694,2588
47644,851,1694,2591
47645,851,1694,2591
47646,851,1694,2591
47647,851,1694,2591
47648,851,1694,2591
47649,851,1694,2591
47650,851,1694,2591
47651,851,1694,2591
47652,851,1694,2591
47653,851,1694,2591
47654,851,1694,2591
47655,851,1694,2591
47656,851,1694,2591
47657,851,1694,2591
47658,851,1694,2591
47659,851,1694,2591
47660,851,1694,2591
47661,851,1694,2591
47662,851,1694,2591
47663,851,1694,2591
47664,851,1694,2591
47665,851,1694,2591
47666,851,1694,2591
47667,851,1694,2591
47668,851,1694,2591
47669,851,1694,2591
47670,851,1694,2591
47671,851,1694,2591
47672,852,1694,2591
47673,852,1694,2591
47674,852,1694,2591
47675,852,1694,2591
47676,852,1694,2591
47677,852,1694,2592
47678,852,1694,2592
47679,852,1694,2592
47680,852,1694,2592
47681,852,1694,2592
47682,852,1694,2592
47683,852,1694,2592
47684,852,1694,2592
47685,852,1694,2592
47686,852,1694,2592
47687,852,1694,2592
47688,852,1694,2592
47689,852,1694,2592
47690,852,1694,2592
47691,852,1694,2592
47692,852,1694,2592
47693,852,1694,2592
47694,852,1694,2592
47695,852,1694,2592
47696,852,1694,2592
47697,852,1694,2592
47698,852,1694,2592
47699,852,1694,2592
47700,852,1694,2592
47701,852,1694,2592
47702,852,1694,2592
47703,852,1694,2592
47704,852,1694,2592
47705,852,1694,2592
47706,852,1694,2592
47707,852,1694,2592
47708,852,1694,2592
47709,852,1694,2592
47710,852,1694,2592
47711,853,1694,2592
47712,853,1694,2592
47713,853,1694,2592
47714,853,1694,2592
47715,853,1694,2592
47716,853,1694,2592
47717,853,1694,2592
47718,853,1694,2592
47719,853,1694,2592
47720,853,1694,2592
47721,853,1694,2592
47722,853,1694,2592
47723,853,1694,2592
47724,853,1694,2592
47725,853,1694,2592
47726,853,1694,2592
47727,853,1694,2592
47728,853,1694,2592
47729,853,1694,2592
47730,853,1694,2592
47731,853,1694,2592
47732,853,1694,2592
47733,853,1694,2592
47734,853,1694,2592
47735,853,1694,2592
47736,853,1694,2592
47737,853,1694,2592
47738,853,1694,2592
47739,853,1694,2593
47740,853,1694,2593
47741,853,1694,2593
47742,853,1694,2593
47743,853,1694,2593
47744,853,1694,2595
47745,853,1694,2595
47746,853,1694,2595
47747,853,1694,2595
47748,853,1694,2595
47749,853,1694,2595
47750,853,1694,2595
47751,853,1694,2595
47752,853,1694,2595
47753,853,1694,2595
47754,853,1694,2595
47755,853,1694,2595
47756,853,1694,2595
47757,853,1694,2595
47758,853,1694,2595
47759,853,1694,2595
47760,853,1694,2595
47761,853,1694,2595
47762,853,1694,2595
47763,853,1694,2595
47764,853,1694,2595
47765,853,1694,2595
47766,853,1695,2595
47767,853,1695,2595
47768,853,1695,2595
47769,853,1695,2595
47770,853,1695,2595
47771,853,1695,2595
47772,853,1695,2595
47773,853,1695,2595
47774,853,1695,2595
47775,853,1695,2595
47776,853,1695,2595
47777,853,1695,2595
47778,853,1695,2595
47779,853,1695,2595
47780,853,1695,2595
47781,853,1695,2595
47782,853,1695,2595
47783,853,1695,2596
47784,853,1695,2596
47785,853,1695,2596
47786,853,1695,2596
47787,853,1695,2596
47788,853,1695,2596
47789,853,1696,2596
47790,853,1696,2596
47791,853,1696,2596
47792,853,1696,2596
47793,853,1696,2596
47794,853,1696,2596
47795,854,1697,2596
47796,854,1697,2596
47797,854,1697,2596
47798,854,1697,2596
47799,854,1697,2596
47800,854,1697,2596
47801,854,1697,2597
47802,854,1697,2597
47803,854,1697,2597
47804,854,1697,2597
47805,854,1697,2597
47806,854,1697,2597
47807,854,1697,2597
47808,854,1697,2597
47809,854,1697,2597
47810,854,1697,2597
47811,854,1697,2597
47812,854,1697,2597
47813,854,1697,2597
47814,854,1697,2597
47815,854,1697,2597
47816,854,1697,2597
47817,854,1697,2597
47818,855,1697,2597
47819,855,1697,2597
47820,855,1697,2597
47821,855,1697,2597
47822,855,1697,2597
47823,855,1697,2597
47824,855,1697,2597
47825,855,1697,2597
47826,855,1697,2597
47827,855,1697,2597
47828,855,1697,2597
47829,855,1697,2597
47830,855,1697,2597
47831,855,1697,2597
47832,855,1697,2597
47833,855,1697,2597
47834,855,1697,2597
47835,855,1697,2597
47836,855,1697,2597
47837,855,1697,2597
47838,855,1697,2597
47839,855,1697,2597
47840,855,1698,2597
47841,855,1698,2597
47842,855,1698,2597
47843,855,1698,2597
47844,855,1698,2597
47845,855,1698,2597
47846,855,1698,2597
47847,855,1698,2597
47848,855,1698,2597
47849,855,1698,2597
47850,855,1698,2597
47851,855,1698,2597
47852,855,1698,2597
47853,855,1698,2597
47854,855,1698,2597
47855,855,1698,2597
47856,855,1698,2597
47857,855,1698,2597
47858,855,1698,2597
47859,855,1698,2597
47860,855,1698,2597
47861,855,1698,2597
47862,855,1698,2597
47863,855,1698,2597
47864,855,1698,2597
47865,855,1698,2597
47866,855,1698,2597
47867,855,1698,2597
47868,855,1698,2597
47869,855,1698,2597
47870,855,1698,2597
47871,855,1698,2597
47872,855,1698,2597
47873,855,1698,2597
47874,855,1698,2597
47875,855,1698,2597
47876,855,1698,2597
47877,855,1698,2597
47878,855,1698,2597
47879,855,1698,2597
47880,855,1698,2597
47881,855,1698,2597
47882,855,1698,2597
47883,855,1698,2597
47884,855,1698,2598
47885,855,1698,2598
47886,855,1698,2598
47887,855,1698,2598
47888,855,1698,2598
47889,855,1698,2598
47890,856,1698,2598
47891,856,1698,2598
47892,856,1698,2598
47893,856,1698,2598
47894,856,1698,2598
47895,856,1698,2598
47896,856,1698,2599
47897,856,1698,2599
47898,856,1698,2599
47899,856,1698,2599
47900,856,1698,2599
47901,856,1698,2599
47902,856,1698,2599
47903,856,1698,2599
47904,856,1698,2599
47905,856,1698,2599
47906,856,1698,2599
47907,856,1698,2599
47908,856,1698,2599
47909,856,1698,2599
47910,856,1698,2599
47911,856,1698,2599
47912,856,1698,2599
47913,856,1698,2599
47914,856,1698,2599
47915,856,1698,2599
47916,856,1698,2599
47917,856,1698,2599
47918,856,1698,2599
47919,856,1698,2599
47920,856,1698,2599
47921,856,1698,2599
47922,857,1698,2599
47923,857,1698,2599
47924,857,1698,2599
47925,857,1698,2599
47926,857,1698,2599
47927,857,1698,2599
47928,857,1699,2599
47929,857,1699,2599
47930,857,1699,2599
47931,857,1699,2599
47932,857,1699,2599
47933,857,1699,2599
47934,857,1699,2599
47935,857,1699,2599
47936,857,1699,2599
47937,857,1699,2599
47938,857,1699,2599
47939,857,1700,2599
47940,857,1700,2599
47941,857,1700,2599
47942,857,1700,2599
47943,857,1700,2599
47944,857,1700,2599
47945,857,1700,2599
47946,857,1700,2599
47947,857,1700,2599
47948,857,1700,2599
47949,857,1700,2599
47950,857,1700,2599
47951,857,1700,2599
47952,857,1700,2599
47953,857,1700,2599
47954,857,1700,2599
47955,857,1700,2599
47956,857,1700,2599
47957,857,1700,2599
47958,857,1700,2599
47959,857,1700,2599
47960,857,1700,2599
47961,857,1700,2599
47962,858,1700,2601
47963,858,1700,2601
47964,858,1700,2601
47965,858,1700,2601
47966,858,1700,2601
47967,859,1700,2602
47968,859,1700,2602
47969,859,1700,2602
47970,859,1700,2602
47971,859,1700,2602
47972,859,1700,2602
47973,861,1701,2602
47974,861,1701,2602
47975,861,1701,2602
47976,861,1701,2602
47977,861,1701,2602
